0.00000,0.00000,0.00000
0.00000,-0.00093,0.00078
0.00000,-0.00317,0.00311
0.00000,-0.00671,0.00760
0.00000,-0.01127,0.01478
0.00000,-0.01634,0.02528
0.00000,-0.02109,0.04015
0.00000,-0.02451,0.06082
0.00000,-0.02566,0.08850
0.00000,-0.02399,0.12338
0.00000,-0.01950,0.16428
0.00000,-0.01272,0.20863
0.00000,-0.00450,0.25312
0.00000,0.00439,0.29522
0.00000,0.01355,0.33395
0.00000,0.02303,0.36963
0.00000,0.03328,0.40351
0.00000,0.04498,0.43710
0.00000,0.05842,0.47102
0.00000,0.07343,0.50495
0.00000,0.08962,0.53815
0.00000,0.10652,0.56990
0.00000,0.12370,0.59955
0.00000,0.14080,0.62654
0.00000,0.15749,0.65045
0.00000,0.17349,0.67101
0.00000,0.18846,0.68812
0.00000,0.20220,0.70212
0.00000,0.21467,0.71362
0.00000,0.22594,0.72316
0.00000,0.23599,0.73102
0.00000,0.24473,0.73718
0.00000,0.25220,0.74165
0.00000,0.25857,0.74463
0.00000,0.26409,0.74635
0.00000,0.26904,0.74715
0.00000,0.27366,0.74735
0.00000,0.27812,0.74715
0.00000,0.28245,0.74666
0.00000,0.28669,0.74595
0.00000,0.29087,0.74504
0.00000,0.29500,0.74395
0.00000,0.29908,0.74270
0.00000,0.30306,0.74129
0.00000,0.30690,0.73976
0.00000,0.31058,0.73813
0.00000,0.31408,0.73643
0.00000,0.31737,0.73468
0.00000,0.32046,0.73292
0.00000,0.32335,0.73118
