0.00000,0.50000,1.00000
0.00000,0.50000,1.00000
0.00000,0.49998,0.99997
0.00000,0.49992,0.99984
0.00000,0.49979,0.99952
0.00000,0.49959,0.99889
0.00000,0.49936,0.99781
0.00000,0.49911,0.99602
0.00000,0.49884,0.99317
0.00000,0.49857,0.98879
0.00000,0.49832,0.98245
0.00000,0.49811,0.97377
0.00000,0.49798,0.96248
0.00000,0.49795,0.94848
0.00000,0.49805,0.93178
0.00000,0.49827,0.91258
0.00000,0.49856,0.89147
0.00000,0.49891,0.86942
0.00000,0.49925,0.84722
0.00000,0.49957,0.82519
0.00000,0.49983,0.80332
0.00000,0.49998,0.78133
0.00000,0.49996,0.75884
0.00000,0.49968,0.73557
0.00000,0.49905,0.71133
0.00000,0.49796,0.68584
0.00000,0.49629,0.65853
0.00000,0.49388,0.62898
0.00000,0.49062,0.59727
0.00000,0.48650,0.56389
0.00000,0.48158,0.52966
0.00000,0.47606,0.49560
0.00000,0.47012,0.46252
0.00000,0.46395,0.43081
0.00000,0.45767,0.40059
0.00000,0.45141,0.37174
0.00000,0.44528,0.34405
0.00000,0.43934,0.31750
0.00000,0.43364,0.29215
0.00000,0.42819,0.26812
0.00000,0.42299,0.24545
0.00000,0.41800,0.22420
0.00000,0.41324,0.20436
0.00000,0.40871,0.18593
0.00000,0.40442,0.16888
0.00000,0.40036,0.15317
0.00000,0.39655,0.13874
0.00000,0.39298,0.12551
0.00000,0.38965,0.11343
0.00000,0.38655,0.10241
