0.00000,0.00000,0.00000
0.00000,-0.00129,-0.00027
0.00000,-0.00435,-0.00054
0.00000,-0.00901,-0.00014
0.00000,-0.01457,0.00182
0.00000,-0.02018,0.00629
0.00000,-0.02530,0.01404
0.00000,-0.02989,0.02555
0.00000,-0.03405,0.04106
0.00000,-0.03779,0.06059
0.00000,-0.04101,0.08393
0.00000,-0.04347,0.11063
0.00000,-0.04493,0.14010
0.00000,-0.04518,0.17167
0.00000,-0.04408,0.20467
0.00000,-0.04160,0.23830
0.00000,-0.03786,0.27138
0.00000,-0.03305,0.30268
0.00000,-0.02732,0.33174
0.00000,-0.02069,0.35875
0.00000,-0.01306,0.38430
0.00000,-0.00420,0.40913
0.00000,0.00610,0.43387
0.00000,0.01785,0.45870
0.00000,0.03087,0.48357
0.00000,0.04513,0.50848
0.00000,0.06082,0.53376
0.00000,0.07801,0.55941
0.00000,0.09639,0.58488
0.00000,0.11541,0.60939
0.00000,0.13445,0.63214
0.00000,0.15287,0.65249
0.00000,0.17025,0.67020
0.00000,0.18643,0.68533
0.00000,0.20135,0.69808
0.00000,0.21501,0.70862
0.00000,0.22744,0.71709
0.00000,0.23871,0.72363
0.00000,0.24891,0.72847
0.00000,0.25817,0.73185
0.00000,0.26661,0.73403
0.00000,0.27436,0.73527
0.00000,0.28148,0.73575
0.00000,0.28802,0.73564
0.00000,0.29402,0.73506
0.00000,0.29952,0.73414
0.00000,0.30455,0.73295
0.00000,0.30914,0.73159
0.00000,0.31333,0.73010
0.00000,0.31714,0.72856
